"id","nom","conservation"
"1193633792","Confit d'oie","tablette"
"1195911424","Potage de céleri et curcuma","congelo"
"1196995584","Bacon de porc en pâturage","congelo"
"1199227904","plateau de crudités","frigo"
"1201115648","Bette à carde de serre","frigo"
"1201783808","chou chinois","frigo"
"1203372032","Galette à la mélasse à l'ancienne","tablette"
"1208001024","Le Hermann","frigo"
"1209373696","ÉQUITABLE-Guatémala noir -GRAINS","tablette"
"1214080000","suprêmes de pintade au Louis d'or et canneberge","congelo"
"1221552128","jambon forêt noir bio","frigo"
"1224247296","Spaghetti sauce à la viande","congelo"
"1229194240","Chou de Savoy","frigo"
"1241536512","jambon bio","frigo"
"1251750656","Tranche de gigot d'agneau pqt / 2","congelo"
"1252270592","CHILI D'AGNEAU","tablette"
"1256428544","ÉQUITABLE-Sumatra brun-FILTRE","tablette"
"1257367552","saucisson sec bio","frigo"
"1269475712","Terrine d'autruche aux pruneaux","congelo"
"1283175424","Poivron mélangés bio","frigo"
"1293929472","Carottes multicolores bio","frigo"
"1307062912","Ravioli à la saucisse jalapenos ","congelo"
"1307415552","ÉQUITABLE- Guatémala noir-FILTRE","tablette"
"1309614592","Le Friesian","frigo"
"1312154624","saucisses wapiti aux tomates et basilic, sans gluten","congelo"
"1338460160","Piments fort hongrois bio","tablette"
"1340125184","Costa rica Tarrazu Tucan  mouture Filtre","tablette"
"1355769856","Cassoulet d'oie sous vide","frigo"
"1370287488","TERRINE DE CHÈVRE ÉRABLE & BLEUETS ( CONSERVE)","tablette"
"1385786752","Pâté de foie de chèvre au Vin Blanc ( conserve)","tablette"
"1387811840","Piment jalapeno","frigo"
"1399482368","Terrine Canneberge bio","frigo"
"1434799488","HACHÉ de chevreau","congelo"
"1436424192","Magret d'oie 300 à 500 g","frigo"
"1438772608","TERRINE de chèvre au Vin Blanc ( conserve)","tablette"
"1455259648","Pousses de moutarde bio","frigo"
"1469020160","tomate raisin rouge","tablette"
"1492206080","Échalottes françaises","tablette"
"1561356288","Saucisse Italienne Douce bio","congelo"
"1568326656","Tomate cerise orange","tablette"
"1578734592","EQUITABLE- Guatémala noir- MOKA","tablette"
"1602073600","Maïs sucré deux couleurs bio","tablette"
"1610807296","tomate rose de jardin","tablette"
"1662388480","Les Tornades","congelo"
"1673134080","Chou Kale \"Red russian\" biologique","frigo"
"1695574016","Saucisse toulouse","frigo"
"1716782080","Brownies Bon Appétit","congelo"
"1730504704","Tourte à l'oie prête à cuire","frigo"
"1753761792","Oignons rouges bio","frigo"
"1780037632","Soupe oignons  et coquilles","congelo"
"1822548992","Haricots verts Bio","frigo"
"1829791744","Rôti palette boeuf bio","congelo"
"1831348224","Soupe Campagnarde","congelo"
"1873412096","Oignon à botteler rouge","frigo"
"1901963264","Confit d'oie sous vide","frigo"
"1912625152","Boeuf haché maigre bio","congelo"
"1936353280","Terrine Forestière bio","frigo"
"1954736128","Saucisson à l'ail bio","frigo"
"1973295104","Porc haché bio","congelo"
"1975195008","steaks de chevreau","congelo"
"2050352128","Piment Sonora","frigo"
"2116810752","Piment chili thai orange et vert","frigo"
"2116810809","Contre-filet boeuf bio","congelo"
"2116810810","faux filet boeuf bio","congelo"
"2116810811","Cube ragout boeuf bio","congelo"
"2116810812","Rôti français boeuf bio","congelo"
"2116810813","Bifteck français boeuf bio","congelo"
"2116810814","Boeuf haché extra-maigre bio","congelo"
"2116810815","Filet Mignon boeuf bio","congelo"
"2116810816","bavette boeuf bio","congelo"
"2116810817","Escalope veau bio","congelo"
"2116810818","Côtelette veau bio","congelo"
"2116810819","Cube ragoût veau bio","congelo"
"2116810820","jarret veau bio","congelo"
"2116810821","Bifteck veau bio","congelo"
"2116810822","Paupiette bio","congelo"
"2116810823","paupiette canneberge bio","congelo"
"2116810824","Côtelette os bio","congelo"
"2116810825","Côtelette papillons porc bio","congelo"
"2116810826","Escalope porc bio","congelo"
"2116810827","Cube ragoût porc bio","congelo"
"2116810828","Côte levée de flanc","congelo"
"2116810829","Côte levée dos porc bio","congelo"
"2116810830","Bacon bio","congelo"
"2116810831","Saindoux bio","congelo"
"2116810832","saucisses tomate basilic porc bio","congelo"
"2116810833","Saucisses pure veau bio","congelo"
"2116810834","saucisses pomme-canneberge bio","congelo"
"2116810835","Saucisses Toulouse bio","congelo"
"2116810836","Saucisses pure boeuf bio","congelo"
"2116810837","Saucisses Ital.Forte bio","congelo"
"2116810838","Style Merguez bio","congelo"
"2116810839","Bratwurst bio","congelo"
"2116810840","Spaghetti bio 750 ml","frigo"
"2116810841","Spaghetti bio 525 ml","frigo"
"2116810842","Rillette bio","frigo"
"2116810843","Lonzo bio (longe séché)","frigo"
"2116810968","Ragout de boulette bio","frigo"
"2116810969","Coeur boeuf bio","congelo"
"2116810970","Ragoût boulette bio","frigo"
"2129133568","Épinards en feuilles","frigo"
"2139469825","pâté lapin et agneau","congelo"
"2139469826","SAUCISSES MERGUEZ SANS ADDITIFS  (agneau)","congelo"
"2139469827","Médaillons de veau","congelo"
"2139469829","Quiche aux tomates séchées","congelo"
"2139469830","Saucisses de poulet fines herbes","congelo"
"2139469831","Filet de porc à mélasse (repas complet famille)","congelo"
"2139469832","Aneth","tablette"
"2139469834","Sariette","tablette"
"2139469835","Thym","tablette"
"2139469836","Soupe légumes et poulet","congelo"
"2139469837","Crème de céleri","congelo"
"2139469842","TOURTE AU FOIE GRAS ET AUX POMMES","frigo"
"2139469844","Emballage cadeau coeur d'érable 3 unités","frigo"
"2139469845","Emballage coeur d'érable 1 unité","frigo"
"2139469846","Emballage cadeau bonbons d'érable 40 unités (type sucre mou)","frigo"
"2139469847","Cube à brochette ","congelo"
"2139469848","Onguent Herbe et Sapin","tablette"
"2139469850","Crème d'oignons et d'épinards","congelo"
"2139469852","Steak de surlonge de wapiti","congelo"
"2139469853","Vin l'Antiquaire blanc","tablette"
"2139469854","Vin l'Antiquaire rouge","tablette"
"2139469855","Rosa-Rose vin rosé","tablette"
"2139469856","Vin fortifié rouge le Notable","tablette"
"2139469857","Hydromel \"3\"","frigo"
"2139469858","O de Vie","frigo"
"2139469859","Les Pionniers","tablette"
"2139469860","Mont Gleason","tablette"
"2139469863","Macaroni aux légumes et tofu","congelo"
"2139469864","(a) Petit panier de viande de veau no 2","congelo"
"2139469865","Soupe de grand-mère","congelo"
"2139469866","Langue de veau","congelo"
"2139469867","Potage de légumes (crème)","congelo"
"2139469868","Bouillon de légumes maison","congelo"
"2139469872","Hydromel Rubis d'Élizabeth","frigo"
"2139469873","Tournedos d'autruche sans bacon","congelo"
"2139469874","Emballage cadeau enfant","frigo"
"2139469878","Soupe alphabeth consistante","congelo"
"2139469879","Teinture mère de Propolis","tablette"
"2139469880","Pac choi miniature de serre","frigo"
"2139469884","Savon Miel et Muscade","tablette"
"2139469889","plant de tomate italienne bio","tablette"
"2139469890","Potage de panais et d'oignons","congelo"
"2139469891","Truite Mouchetée ","congelo"
"2139469892","Vin Rosé Osez","tablette"
"2139469893","Vin Rouge \"Monsieur Dulude\"","tablette"
"2139469897","lait entier 3.8%MG","frigo"
"2139469898","lait chocolat ","frigo"
"2139469899","yogourt nature","frigo"
"2139469900","yogourt érable ","frigo"
"2139469901","yogourt moka","frigo"
"2139469902","yogourt vanille","frigo"
"2139469903","yogourt citron","frigo"
"2139469904","yogourt pommes et canneberges","frigo"
"2139469905","yogourt bleuets","frigo"
"2139469906","yogourt orange ","frigo"
"2139469907","yogourt framboises","frigo"
"2139469908","yogourt nuage de caramel au beurre","frigo"
"2139469909","yogourt explosion de fruits","frigo"
"2139469910","yogourt aux poires et coriandre","frigo"
"2139469911","fromage cottage a l'ancienne","frigo"
"2139469912","creme 15%","frigo"
"2139469913","beurre 1/2 sel","frigo"
"2139469914","yogourt glacé à la vanille ","congelo"
"2139469915","Soupe poulet, nouilles et légumes","congelo"
"2139469918","CARRÉ de chevreau ( nouveau)","congelo"
"2139469919","GIGOT de chevreau","congelo"
"2139469920","ROTI D'ÉPAULE","congelo"
"2139469921","Ciboulette fraîche bio","frigo"
"2139469922","Soupe au saumon","congelo"
"2139469923","Pâtes aux haricots et poivrons","congelo"
"2139469924","lait 2%","frigo"
"2139469925","Pomme de terre jaune bio de SEMENCE","tablette"
"2139469930","Plant de Zucchini bio","tablette"
"2139469931","Plant de concombre anglais bio","tablette"
"2139469932","Filet de dinde herbes provençales","congelo"
"2139469933","Filet dinde mariné érable, poivre et chipotle","congelo"
"2139469936","Ragoût de dinde ","congelo"
"2139469937","Plant de courge Butternut bio","tablette"
"2139469938","Plant de courge Spaghetti bio","tablette"
"2139469941","saucisses italienne douce","congelo"
"2139469942","saucisses italienne forte","congelo"
"2139469943","Plant de basilic bio ","tablette"
"2139469945","Laitue feuille de chêne rouge bio","frigo"
"2139469946","Chou Kale frisé biologique","frigo"
"2139469947","Asperges de transformation","frigo"
"2139469948","Plant de concombre libanais bio","tablette"
"2139469949","plant de concombre des champs bio","tablette"
"2139469951","Tatsoï - Bio","frigo"
"2139469952","Dattes Croquante","tablette"
"2139469953","Dattes Amandine","tablette"
"2139469955","Dattes Coco-Cajou","tablette"
"2139469960","Assortiment de dattes farcies","tablette"
"2139469962","Concombre libanais","frigo"
"2139469963","Beurre d'arachide crémeux biologique","tablette"
"2139469964","Chou-rave mixte - Bio","frigo"
"2139469969","Concombre libanais bio ","frigo"
"2139469970","Extrait d'argousier pur","frigo"
"2139469974","Laitue batavia","frigo"
"2139469975","Tomate de serre #2","tablette"
"2139469976","Fromage féta pot de semure fine herbe","frigo"
"2139469977","Ail frais - Bio","tablette"
"2139469978","Tomates rouges bio","tablette"
"2139469979","Brocoli Bio","frigo"
"2139469981","Gourganes","frigo"
"2139469983","Haricots jaunes Bio","frigo"
"2139469984","Tomates cerises bio jaunes","tablette"
"2139469985","caramel au miel","tablette"
"2139469986","Muffin aux pêches et avoine","congelo"
"2139469987","Soupe consistante aux tomates et aubergines","congelo"
"2139469988","Potage de lentilles rouges","congelo"
"2139469990","Gelée de cassis","tablette"
"2139469991","Sirop de cassis","frigo"
"2139469992","Sirop de fleurs de sureau","frigo"
"2139469993","Vinaigrette de cassis","frigo"
"2139469994","cassis frais","frigo"
"2139469995","cassis congelé","congelo"
"2139469996","amélanches congelées","congelo"
"2139469997","sureau congelé","congelo"
"2139469999","Pâté à la truite  ","congelo"
"2139470001","Tomates cerises bio mélange de couleurs","tablette"
"2139470002","Carottes 3 couleurs","frigo"
"2139470003","Patates rouges bio","frigo"
"2139470004","steak/intérieur de ronde","congelo"
"2139470005","steak/extérieur de ronde","congelo"
"2139470006","steak/contre-filet","congelo"
"2139470007","Betterave cylindrique - Bio","frigo"
"2139470008","courgette soleil","tablette"
"2139470009"," Betteraves jaunes bio","frigo"
"2139470010","Onguent apaisant","tablette"
"2139470011","Mousse de saumon fumé","frigo"
"2139470012","Tomatillos violets bio","tablette"
"2139470014","Bâton hydratant au karité (La Collection Escargot)","tablette"
"2139470018","Baume à lèvres à la cire d'abeilles et au miel","tablette"
"2139470022","Baume à lèvres mangue/orange","tablette"
"2139470024","Pollen","tablette"
"2139470025","Coquilles fruits de mer","congelo"
"2139470029","Courgette en mélange","frigo"
"2139470031","Huile de macération de molène","tablette"
"2139470035","Crème à la lavande (couperose/rosacée)","tablette"
"2139470038","Savon La Dame qui Pique","tablette"
"2139470044","Kit de savons ''Découverte''","tablette"
"2139470056","Baume feux sauvages","tablette"
"2139470057","Maïs sucré / Blé d'Inde - BIO","frigo"
"2139470058","Melon cantaloup bio","tablette"
"2139470059","Pain au fromage de chèvre et pruneaux, sac papier","tablette"
"2139470060","Crème à l'eau de rose","tablette"
"2139470061","Cantaloup Bio","frigo"
"2139470062","PIZZA AUX FRUITS DE MER 550 GR","congelo"
"2139470063","Gratin de fruits de mer","congelo"
"2139470064","Mousse de crevettes","frigo"
"2139470065","Rouleaux du printemps aux crevettes","frigo"
"2139470066","Assiette surprise sushi 6 mcx","frigo"
"2139470067","Assiette nippone sushis 8 mcx","frigo"
"2139470068","Assiette moulière sushis 10 mcx","frigo"
"2139470069","Courge potimaron bio","tablette"
"2139470070","Maïs sucré jaune / Blé d'Inde - BIO","frigo"
"2139470072","Poivron biologique - Trio 3 couleurs","frigo"
"2139470073","Gombos bio","frigo"
"2139470074","Gravlax de saumon","frigo"
"2139470075","Coquille La moulière","congelo"
"2139470076","Croquettes de poisson","frigo"
"2139470077","Chaudrée de palourdes","frigo"
"2139470078","Soupe de poisson","frigo"
"2139470081","Poivron jaune - Bio","tablette"
"2139470084","noisettes entières","tablette"
"2139470085","Savon Le talon Rugueux","tablette"
"2139470086","Persil Italien","frigo"
"2139470087","Savon Le thérapeute","tablette"
"2139470088","Coriandre fraiche bio","frigo"
"2139470089","Persil italien frais","frigo"
"2139470090","Thym frais bio","frigo"
"2139470091","Origan frais","frigo"
"2139470092","Ciboulette bio","frigo"
"2139470093","Potage à la bette à carde et légumes","congelo"
"2139470094","Fenouil frais bio","frigo"
"2139470095","Tomates #2","tablette"
"2139470096","Patates jaunes bio","frigo"
"2139470097","Courge Spaghetti bio","tablette"
"2139470098","Courge Red Kuri","tablette"
"2139470099","Courge Butternut bio","tablette"
"2139470100","Courge \"Blue hubbard\"","tablette"
"2139470107","Baluchons de crevettes et brie","frigo"
"2139470108","Pizza saumon fumé 450 gr.","congelo"
"2139470120","Savon sel de mer","tablette"
"2139470127","Lentilles du Monastère (genre ragoût)","congelo"
"2139470131","Saucisses La Herman","congelo"
"2139470133","P`tit délice Brie","frigo"
"2139470134","P`tit délice Brie triple crème","frigo"
"2139470135","Pomme - Lobo #2","frigo"
"2139470136","Soupe tomates et maïs","congelo"
"2139470138","Chou vert bio","frigo"
"2139470139","Céleri-rave bio","frigo"
"2139470140","Basilic en pot biologique","tablette"
"2139470141","Tomates à ketchup bio","tablette"
"2139470142","Citrouille bio","tablette"
"2139470143","Courge poivrée bio","tablette"
"2139470144","Courge delicata","tablette"
"2139470145","Chou rave bio","frigo"
"2139470146","Muffins colorés sans sucre ajouté","congelo"
"2139470147","Gâteau aux fruits","frigo"
"2139470148","Potage de légumes et pois chiches (crème)","congelo"
"2139470149","Onguent plantain","tablette"
"2139470150","Onguent musculaire au sapin baumier","tablette"
"2139470155","lentilles vertes germées","frigo"
"2139470156","Soupe d'automne","congelo"
"2139470157","Chou Nappa","frigo"
"2139470160","yogourt glacé aux bleuets","congelo"
"2139470161","Saucisse d'autruche aux oignons vert","congelo"
"2139470162","Pochette ''Bouts de savons'' Teintes de roses","tablette"
"2139470163","Pochette ''Bouts de savons'' Teintes de bleues''","tablette"
"2139470164","Pochette ''Bouts de savons'' Teintes de vert","tablette"
"2139470166","Soupe chunky aux légumes et porc","congelo"
"2139470167","Potage citrouille et patate sucrée","congelo"
"2139470168","Galette chocolaté aux dattes","congelo"
"2139470171","Savon Le Bohème","tablette"
"2139470172","Jarrets de sangliers","congelo"
"2139470173","mistelle les perles","tablette"
"2139470174","Miel et rayons ","tablette"
"2139470175","Miel et cannelle","tablette"
"2139470176","Miel Citron","tablette"
"2139470177","Miel et anis étoilé","tablette"
"2139470178","Miel de fleurs de bleuets et amandes","tablette"
"2139470182","Datte Quinolat","tablette"
"2139470184","Datte Reine Elizabeth","tablette"
"2139470191"," Dosettes café  7 e ciel","tablette"
"2139470192","Dosettes Mélange Gaillard","tablette"
"2139470193","Dosettes Café Réveille-matin","tablette"
"2139470194","Dosettes sortes variées","tablette"
"2139470195","Rôti de poitrine dinde saumuré","congelo"
"2139470196","Truite Mouchetée original en pot","tablette"
"2139470198","cubes ","congelo"
"2139470200","Coeur agneau","congelo"
"2139470202","saucisses La Pimentée du P'tit Bonheur","congelo"
"2139470203","confit d'oignons au cassis","tablette"
"2139470204","gelée trio","tablette"
"2139470218","Timor Oriental Grains","tablette"
"2139470219","Timor Oriental Filtre","tablette"
"2139470220","Mélange Moka Crème mouture filtre","tablette"
"2139470221","Mélange Moka Crème grains","tablette"
"2139470222","Lekempti noir grains","tablette"
"2139470223","Lekempti noir mouture filtre","tablette"
"2139470224","Lekempti noir-mouture espresso régulière","tablette"
"2139470225","Lekempti noir -mouture pré espresso (Breville)","tablette"
"2139470228","Carottes \"moches\"","frigo"
"2139470230","Saucisse d'autruche fromage et bacon","congelo"
"2139470234","Beurre d'arachides crémeux","tablette"
"2139470235","Beurre d'arachides croquant ","tablette"
"2139470243","creste (pâte courte style macaroni)","congelo"
"2139470247","Saucisse de canard tomate & basilic","congelo"
"2139470248","Rôti de poitrine de dinde farcie à la francaise ","congelo"
"2139470249","SAUCISSES de chevreau - Saveur Régulière","frigo"
"2139470250","MACARONI BLÉ ENTIER BIOLOGIQUE","tablette"
"2139470251","MACARONI LÉGUMES BIO","tablette"
"2139470252","NOUILLES SOUPE BIO (Khorasan)","tablette"
"2139470254","FUSILLI BLÉ BLANC BIO","tablette"
"2139470255","Fusilli Légumes Bio","tablette"
"2139470256","SPAGHETTI BLÉ ENTIER BIO","tablette"
"2139470257","SPAGHETTI ÉPEAUTRE ENTIER BIO","tablette"
"2139470258","SPAGHETTI ÉPINARD BIO","tablette"
"2139470259","LINGUINI AIL ET PERSIL BIO","tablette"
"2139470260","LINGUINI BLÉ BLANC BIO","tablette"
"2139470261","LINGUINI BLÉ ENTIER BIO","tablette"
"2139470262","LINGUINI TOMATE ET BASILIC BIO","tablette"
"2139470270","planchiste au lait","tablette"
"2139470271","Hérisson au lait","tablette"
"2139470272","planchiste chocolat noir","tablette"
"2139470273","cannelloni aux saucisses de poulet CONGELÉ","congelo"
"2139470274","Hérisson au chocolat noir ","tablette"
"2139470275","chenille chocolat noir ","tablette"
"2139470277","carré de sanglier","congelo"
"2139470278","Concombre anglais - Bio","frigo"
"2139470279"," Dattes Dénoyautées","tablette"
"2139470281","Saucisse d'autruche à déjeuner sans gluten","congelo"
"2139470282","Saucisse d'autruche moutarde et miel","congelo"
"2139470283","Saucisse d'autruche merguez","congelo"
"2139470284","Saucisse d'autruche à la bière","congelo"
"2139470285","Saucisse d'autruche buffalo piquante","congelo"
"2139470286","Saucisse d'autruche miel et ail","congelo"
"2139470289","Ravioli à la saucisse jalapeno et aux trois fromages","congelo"
"2139470292","Beurre d'amande naturel","tablette"
"2139470296","Équitable Costa Rica 1/2 noir 1/2 brun, grains","tablette"
"2139470297","Équitable Costa Rica noir, mouture espresso","tablette"
"2139470298","Équitable Costa Rica Brun, mouture espresso","tablette"
"2139470299","Kenya noir, MOUTURE FILTRE","tablette"
"2139470300","Kenya Noir, GRAINS","tablette"
"2139470301","Costa Rica tarrazu Tucan, mouture espresso","tablette"
"2139470307","steak, haché, fondue ","congelo"
"2139470308","Oignons verts style échalotte","frigo"
"2139470309","Rhubarbe","frigo"
"2139470314","Plant de poivron bio","tablette"
"2139470315","Tomate de Serre - Bio","tablette"
"2139470317","Piment fort hongrois biologique","tablette"
"2139470318","Plant de poivron rouge \"Carmen\" biologique","tablette"
"2139470319","Plant de céleri à transplanter biologique","tablette"
"2139470320","Laitue en feuilles rouge Biologique","frigo"
"2139470321","Plant de tomate italienne \"Roma\" biologique","tablette"
"2139470322","Plant d'aubergine \"Little Finger\" biologique","tablette"
"2139470324","Vin blanc Osez","tablette"
"2139470325","Plant de tomate \"Canabec\" bio","tablette"
"2139470327","Saucisse Miel et Moutarde ","congelo"
"2139470331","Rhubarbe biologique","frigo"
"2139470332","Bok Choi biologique","frigo"
"2139470333","Onguent cicatrisant à la consoude","tablette"
"2139470334","Onguent décongestionnant","tablette"
"2139470335","Carottes d'hiver biologiques","frigo"
"2139470338","ravioli au thon et asperge","congelo"
"2139470340","Tatsoï Bio","frigo"
"2139470341","Chou Kale Dinosaur Bio","frigo"
"2139470342","Cornichons bio","frigo"
"2139470345","Veau fumé format famille","frigo"
"2139470347","Fleur d'ail biologique","frigo"
"2139470348","saucisses oignons caramélisés et moutarde de Dijon","congelo"
"2139470349","T-Bone de veau","congelo"
"2139470352","Savon artisanal sapin baumier","tablette"
"2139470354","Tomate coktail; de serre - BiO","tablette"
"2139470355","Courgettes Zucchini jaune ou vert","frigo"
"2139470356","Menthe fraiche bio","frigo"
"2139470357","Pesto fleur d'ail","frigo"
"2139470358","Laitue Romaine","frigo"
"2139470359","Jarret d'agneau style francais","congelo"
"2139470360","Brocoli - Bio","frigo"
"2139470362","Saucisse de dinde miel et ail ","congelo"
"2139470363","Patate mix (Rouge, jaune, blanche) - Bio","tablette"
"2139470364","Aubergines differentes formes violettes","frigo"
"2139470370","Laitue frisée","frigo"
"2139470371","Pochette ''Bouts de savon'' teintes de blanc","tablette"
"2139470372","Pochette ''Bout de savon'' teintes de rouge","tablette"
"2139470374","Oignon jaune petit format bio","tablette"
"2139470376","chocolat au lait  barry 33%","tablette"
"2139470377","Tomates roses bio","frigo"
"2139470378","Ail biologique","tablette"
"2139470379","Poireaux biologiques","frigo"
"2139470380","Cantaloup gros","frigo"
"2139470381","Fenouil-racine bio","frigo"
"2139470382","Haricot vert fin gourmet","frigo"
"2139470392","Haricot jaune fin gourmet","frigo"
"2139470394","Aubergine \"Little finger\" bio","frigo"
"2139470395","Bouteille réutilisable","tablette"
"2139470398","patate ratte - bio","frigo"
"2139470399","Melon d'eau","frigo"
"2139470400","chou chinois - bio","frigo"
"2139470402","mini T-bone de sanglier","congelo"
"2139470404","Céleri-rave - bio","frigo"
"2139470406","Pâte à pizza et focaccia Nature","congelo"
"2139470407","Pâte à pizza et focaccia  multi-grains","congelo"
"2139470408","Pâte à pizza et focaccia Fines herbes","congelo"
"2139470409","POTAGE CAROTTE & RUTABAGAS À L'ÉRABLE","congelo"
"2139470410","potage fenouil & chou kale ","congelo"
"2139470411","potage courge & panais","congelo"
"2139470412","GÂTEAU CHOCOLAT & BETTERAVES","congelo"
"2139470413","PAIN-GÂTEAU DATTES & CHOCOLAT","congelo"
"2139470414","pain-gâteau ORANGE, AMANDE & CANNEBERGES","congelo"
"2139470415","SAUCE À SPAGHETTI (VIANDE)","congelo"
"2139470416","TOURTIÈRE(porc,veau,boeuf)sglo","congelo"
"2139470417","potage brocoli & courgettes","congelo"
"2139470418","potage épinards & courgettes","congelo"
"2139470419","potage carottes, rabiole & patate douce ","congelo"
"2139470420","trempette miel & cari (sglo)","frigo"
"2139470421","tarte au sucre (sg)","congelo"
"2139470422","tarte aux fraises sg","congelo"
"2139470423","tarte aux framboises(sg)","congelo"
"2139470424","tarte aux bleuets(sg)","congelo"
"2139470425","tarte aux quatre fruits(sgo)","congelo"
"2139470427","ragoût de boulettes et jarret de porc","congelo"
"2139470428","pain-gâteau banane et chocolat","congelo"
"2139470429","pain-gâteau pomme,bleuets & canneberges","congelo"
"2139470430","gâteau chocolat, zucchini ,NOIX","congelo"
"2139470431","POTAGE VELOUTÉ DE PATATE DOUCE AU LAIT DE COCO","congelo"
"2139470432","POTAGE DE CAROTTES & PANAIS","congelo"
"2139470433","POTAGE COURGES, CARI & GINGEMBRE","congelo"
"2139470434","CRÈME DE CHAMPIGNONS ","congelo"
"2139470435","Potage de chou-fleur au cari","congelo"
"2139470436","SOUPE AUX LÉGUMES","congelo"
"2139470437","crème de légumes","congelo"
"2139470438","tarte au sirop d'érable (sgo)","congelo"
"2139470439","TARTE AUX PACANES (sg)à l’érable ","congelo"
"2139470440","TARTE AUX POMMES & CANNEBERGES AMANDINE (sgo)","congelo"
"2139470441","tarte au citron frais sg","congelo"
"2139470442","Poireaux ","frigo"
"2139470443","ail décortiqué - Bio","frigo"
"2139470444","Radis noir - Bio","frigo"
"2139470445","radis melon d'eau - Bio","frigo"
"2139470446","Pâté au saumon","congelo"
"2139470447","PÂTÉ AU SAUMON GRATINÉ AUX 3 FROMAGES","congelo"
"2139470448","CIGARES AUX CHOU (VEAU)","congelo"
"2139470449","PAIN DE VIANDE À L'ANCIENNE","congelo"
"2139470450","ÉMINCÉ DE POULET À LA DIJONNAISE","congelo"
"2139470451","SUPRÊME DE POULET À L'ÉRABLE","congelo"
"2139470452","Boulette de veau aux pêches","congelo"
"2139470453","Roulé de veau aux épinards","congelo"
"2139470454","Émincé de poulet à la crème aux champignons","frigo"
"2139470456","Mini pain de veau à l'italienne ","congelo"
"2139470457","Curry de porc ( cari et lait de coco)","congelo"
"2139470458","vinaigrette à l'érable","frigo"
"2139470460","roulé au beurre arachide & chocolat","congelo"
"2139470462","BEURRE AUX POIREAUX","frigo"
"2139470465","Sans Raisin - vin de bleuets","tablette"
"2139470466","Parto ","tablette"
"2139470467","Sidamo extra noir- grains","tablette"
"2139470468","sidamo extra noir- filtre","tablette"
"2139470471","Betteraves rouges ","frigo"
"2139470472","Pimbina congelée","congelo"
"2139470473","Oignons jaunes régulier","tablette"
"2139470474","rayon de miel sarrasin","tablette"
"2139470475","Caille semi-desossée","congelo"
"2139470476","caille farcie aux pommes et canneberges","congelo"
"2139470477","Caille farcie aux cerises noires et Brie","congelo"
"2139470478","Terrine de pintade aux fines herbes","congelo"
"2139470479","RELIGIEUSE TRANCHÉE","frigo"
"2139470481","RÔTI DE POITRINE DE DINDE TRANCHÉE AVEC SAUCE","congelo"
"2139470482","courge potimarron","tablette"
"2139470483","tresse d'ail","tablette"
"2139470484","ail","tablette"
"2139470485","Saucisse a la truite","congelo"
"2139470486","Galette a la truite (burger)","congelo"
"2139470487","Miel d'automne","tablette"
"2139470489","Adagio, grains","tablette"
"2139470490","Adagio, filtre","tablette"
"2139470491","Propolis","tablette"
"2139470492","cire abeille brute","tablette"
"2139470494","CHILI CON CARNE ","congelo"
"2139470495","salade de quinoa","frigo"
"2139470496","SALADE DE CHOUX TRADITIONNELLE","frigo"
"2139470497","FRITATA AUX LÉGUMES","frigo"
"2139470498","Pousses de Mizuna bio","frigo"
"2139470499","Pousses de tournesol bio","frigo"
"2139470501","FRITATA BACON & CHOU KALE","frigo"
"2139470504","Mini Betteraves Jaunes MARINÉES","tablette"
"2139470506","Kit de savons les ''râtés''","tablette"
"2139470512","SALADE millet,fenouil,pomme et canneberges,vinaigrette aux agrumes","frigo"
"2139470513","MILLE-FEUILLE PARISIEN VANILLE","frigo"
"2139470514","FRITATA JAMBON & ASPERGES ,POIREAUX","frigo"
"2139470521","FRITATA AU SAUMON FUMÉ & POIREAUX et ÉPINARDS","frigo"
"2139470522","Bleuets géants chocolatés","congelo"
"2139470524","Clos des bruants 2015","tablette"
"2139470526","Le Lait ","frigo"
"2139470527","L'Alpin nature ","frigo"
"2139470528","L'Alpin fines herbes ","frigo"
"2139470529","L'Alpin poivre ","frigo"
"2139470530","L'Alpin pesto","frigo"
"2139470531","Les Boules de Neige","frigo"
"2139470532","Le Savoureux de Biquette","frigo"
"2139470533","L'Edelweiss","frigo"
"2139470534","Le Caprinou nature ","frigo"
"2139470536","Le Caprinou fraise ","frigo"
"2139470537","Le Caprinou framboise","frigo"
"2139470538","Le Caprinou bleuet ","frigo"
"2139470539","Le Fiora ","frigo"
"2139470540","SALADE DE BETTERAVES","frigo"
"2139470541","SALADE DE CHOUX CRÉMEUSE","frigo"
"2139470544","BOULETTES AU JAMBON AIGRE-DOUCE À L'ÉRABLE  SG,SL","congelo"
"2139470545","SUCRE À LA CRÈME","congelo"
"2139470546","MILLE-FEUILLE NAPOLÉON AUX FRAMBOISES","frigo"
"2139470547","Boîte de chocolat de noel","tablette"
"2139470548","BOEUF BOURGUIGNON ","congelo"
"2139470549","Équitable Costa Rica noir, mouture piston","tablette"
"2139470550","Pain blanc (levain)","tablette"
"2139470551","Pain brun (levain)","tablette"
"2139470552","pain baguette blanc (levain)","tablette"
"2139470553","Pain baguette brun (levain)","tablette"
"2139470557","MILLE-FEUILLE NAPOLÉON AUX FRAISES  ","frigo"
"2139470558","Roti de poitrine de dinde facie à la canneberge","congelo"
"2139470577","Cuba extra-noir grains","tablette"
