"id","nom","conservation"
"327043","Moussonné Malabar Indes Mouture espresso régulière","tablette"
"327046","Mélange de Luxe Mouture Moka italienne","tablette"
"327047","Saucisses de poulets miel et ail","congelo"
"327054","Yirgacheffe  brun- Mouture Filtre","tablette"
"327065","Fromage affiné 18 mois","frigo"
"327070","Fromage tortillon nature ","frigo"
"327078","Gorille chocolat  noir 54% ","tablette"
"327079","Gorille chocolat au lait 33%","tablette"
"327080","Grenouille au lait","tablette"
"327082","Mouton-boule au lait","tablette"
"327084","Mouton-boule  chocolat noir 54%","tablette"
"327091","Cornets Tire  / Beurre d'érable","congelo"
"327107","Tsaziki au yogourt de brebis","frigo"
"327108","Yogourt glacé à l'érable","congelo"
"327117","Hawaii Maui","tablette"
"328002","Panier cadeau Le Délectable","frigo"
"328003","Fondue des gagnants","frigo"
"330004","La Religieuse en morceau","frigo"
"332001","Arrangement mini-découverte","frigo"
"335001","Panier cadeau Le Divin","frigo"
"351030","Fréchette, 3 poivres","frigo"
"355012","Pommier \"Discovery\"","tablette"
"355037","Beurre de pommes et canneberges","tablette"
"355040","Pomme - Spartan","frigo"
"355055","Tartes aux pommes ","congelo"
"358002","Fréchette, ail et fines herbes","frigo"
"358184","Viande à fondu de veau","congelo"
"358226","Glace au chocolat noir 72%","congelo"
"358299","Framboisiers Jaune","tablette"
"359001","Zacharie Cloutier- Caseus Émérite (Or 2011 et 2014)","frigo"
"360056","Vinaigre de cidre de pomme","tablette"
"362052","Jus de pommes   ","frigo"
"362053","Basilic frais bio","frigo"
"362054","Jus de pommes (congelé)","congelo"
"362157","Espresso du Canton Mouture espresso","tablette"
"364008","Beurre de pommes","tablette"
"364010","Bleuetiers \"Patriot\"","tablette"
"364052","Beurre de pommes et bleuets","tablette"
"364056","Pomme - Empire","frigo"
"364061","Jus de pommes  Antan","frigo"
"364260","Sorbet à la mangue","congelo"
"364323","Gelato à l'érable","congelo"
"364329","Kiwis Kolomikta Mâle","tablette"
"364331","Camerisier Berry Blue","tablette"
"364333","Argousier Mâle 2 ans","tablette"
"365213","Bouillon de veau","congelo"
"365256","Concombre anglais bio","frigo"
"365318","Olives vertes aux tomates séchées & pesto","frigo"
"365320","Olives noires aux pacanes fumées a l'ancienne","frigo"
"365322","CHAIR À SAUCISSE CITRON-LIME  (agneau)","congelo"
"365327","Fraisier d'été (paquet de 5)","tablette"
"365330","Framboisier rouge d'été (Paquet de 5)","tablette"
"365334","Kiwi kolomikta Femelle","tablette"
"365338","Pommetier Décoratif","tablette"
"365340","Pommier Empire 3 ans","tablette"
"365369","Savon au lait de brebis en forme de mouton","tablette"
"366040","Pomme - Cortland","frigo"
"366055","Tartes aux pommes et sucre à la crème ","congelo"
"366229","Glace  au chocolat au lait","congelo"
"366231","Glace à la pistache","congelo"
"366293","Pommier Scarlett","tablette"
"366344","Tomate cerise rouge - Bio","tablette"
"367004","Gelée de pommes","tablette"
"367007","Groseillier ","tablette"
"367050","Gelée de pommes et porto","tablette"
"367161","Costa Rica Tarrazu - MOUTURE Espresso","tablette"
"368001","Pomme - Mcintosh","frigo"
"378101","Argousier Femelle 3 ans","tablette"
"381009","Glace au café","congelo"
"381012","Sorbet à la poire","congelo"
"381065","Poitrine de poulet au pesto","congelo"
"381068","Prunier 3 ans Stanley","tablette"
"381070","Camerisier Tundra","tablette"
"381074","Pommetier à pommettes (gelées)","tablette"
"381158","Tomate Rouge numéro 2 - Bio","tablette"
"382013","Glace à la vanille","congelo"
"382014","Sorbet à la fraise","congelo"
"382056","Barre de chocolat noir 71,5%","tablette"
"382068","Prunier \"Mont-Royal\" ","tablette"
"382071","Camerisier Boréalis","tablette"
"404031","Gadelier ","tablette"
"407001","Sirop de pétales de Roses ","tablette"
"410065","Crème de Lanoline","tablette"
"411002","Saucisses Cheddar vieilli et bacon","congelo"
"411043","Fondue chinoise de wapiti","congelo"
"412034","Pêcher Rustique","tablette"
"430018","Os fumé","frigo"
"432014","Onguent pour soigner la peau","tablette"
"432036","Sorbet aux fruits de la passion","congelo"
"440028","Yogourt glacé à la framboise","congelo"
"449015","Sorbet à la pomme","congelo"
"493066","Corn'ET de Glace BLEUET CASSIS de Mona","congelo"
"497001","Emballage petite pensée","frigo"
"498002","Emballage duo-découverte","frigo"
"498008","Muffins aux bleuets","congelo"
"505061","Sauce fromagère ","frigo"
"508089","Concombre américain","frigo"
"509073","Tomate Italienne bio  ","tablette"
"517100","Savon au lait de brebis  mouton","tablette"
"517110","CÔTELETTES PQT / 4","congelo"
"518025","Corn'et de glace Mangue","congelo"
"518028","Sorbet aux fruits des champs","congelo"
"518071","Chêne Blanc","tablette"
"518077","Concombre libanais","frigo"
"527003","Concombre anglais #2 bio","frigo"
"527043","Cerisier Nain Romeo","tablette"
"531042","Concombre anglais no 2","frigo"
"531043","Poivron vert","frigo"
"538024","Concombre de champs bio","frigo"
"551004","AGNEAU HACHÉ - SOUS VIDE PERDU","congelo"
"554016","CORN'ET DE GLACE CHOCOLAT","congelo"
"569168","Épinard - Bio","frigo"
"570033","Tomate cerise rouge","tablette"
"570240","Roquette - Bio","frigo"
"570241","Radis d'été - Bio","frigo"
"571234","Zacharie Cloutier - râpé","frigo"
"573077","Rhubarbe bio","frigo"
"573080","Pain de viande au jambon","congelo"
"573119","Brochette de poulet nature","congelo"
"574244","Fleur d'ail - bio","frigo"
"575075","Radis bio ","frigo"
"575163","Tomate beef","tablette"
"575222","JAMBON FUMÉ SANS NITRITE ","frigo"
"575224","Laitue romaine bio","frigo"
"575225","Laitue Romaine - Bio","frigo"
"578045","Tomate cocktail","tablette"
"578126","Tomate cerise rose","tablette"
"578166","Poivron rouge","frigo"
"579138","Brochette de poulet texane","congelo"
"579206","Rhubarbe tranchée congelée","congelo"
"580193","Saucisses pure poulets","congelo"
"581008","Tartinade de Pimbina (Viorne) ","tablette"
"581116","Poivron orange","frigo"
"581169","Chou kale frisé vert - bio","frigo"
"581170","Pain de viande, viande seulement","congelo"
"581241","Laitue Boston rouge - bio","frigo"
"582191","Laitue frisée rouge bio","frigo"
"582204","Cailles régulières","congelo"
"582250","Mesclun - Bio","frigo"
"583151","Brochette de poulet poivre, érable et chipotle","congelo"
"583268","Mesclun asiatique - bio","frigo"
"597003","Râble de lapin","congelo"
"600005","Saucisses à déjeuner aux pommes","congelo"
"601004","Saucisses aux fines herbes","congelo"
"607002","Épaules de lapin","congelo"
"607005","Saucisses à déjeuner à l'érable","congelo"
"607008","Saucisses à la ciboulette","congelo"
"609001","Cuisses de lapin","congelo"
"613001","Laitue Batavia verte - Bio","frigo"
"617012","Chou-rave vert - Bio","frigo"
"621003","Pois mange-tout  plat - Bio","frigo"
"621005","Fraises","tablette"
"624003","Bette à carde - Bio","frigo"
"625068","Courgette (zucchini) verte et jaune - Bio","tablette"
"625072","Persil bio","frigo"
"625181","Coriandre - Bio","frigo"
"626004","Navet japonais / Rabiole - Bio","frigo"
"626037","Sac de transport pour bouteille de verre","tablette"
"626144","Brocoli Mini - BiO","frigo"
"627004","Persil frisé - Bio","frigo"
"627006","Persil libanais - Bio","frigo"
"628110","Pois sucré - Bio","frigo"
"628147","Céleri bio","frigo"
"629092","Tisane de fleurs d'Achillée Mille-feuilles ","tablette"
"630071","Laitues chêne rouge - bio","frigo"
"631003","Tisane de feuilles de tilleul","tablette"
"632168","Tomate rose","tablette"
"632203","Pâtisson - Bio","tablette"
"633001","Persil Italien plat - Bio","frigo"
"633060","Chou Kale Red Russian - Bio","frigo"
"633063","Fleur d'ail bio","frigo"
"639033","Chou Kale Dinosaure - Bio","frigo"
"639102","Ragoût de porc à l'érable","congelo"
"643002","Basilic de champ - Bio","frigo"
"643004","Laitue grandpa bio","frigo"
"647027","Amélanches frais","frigo"
"649027","Tomate italienne","tablette"
"662013","Brocoli bio","frigo"
"665008","Concombre anglais","frigo"
"667009","Courgette (zucchini) - grosse - Bio","tablette"
"667014","Courgette bio","frigo"
"669002","Paté au tofu et légumes  ","frigo"
"670070","Aubergine allongée - Bio","frigo"
"671004","Tomate cocktail rouge","tablette"
"672005","Tourtiere riz et seitan","frigo"
"672034","Chou pommé pointu - Bio","frigo"
"672123","Salade de pâtes fraîches","frigo"
"672377","Tomate cerise rouge","tablette"
"674005","Bleuets frais","tablette"
"676001","Oignon blanc - Bio","tablette"
"676003"," Steak  de veau avec marinade des Hautes Terres","congelo"
"689049","Concombre de champ - Bio","frigo"
"704001","Tomate cerise  jaune","frigo"
"707008","Framboises","tablette"
"707168","Ail variété Rocambole en vrac","tablette"
"707247","Cerises de terre","tablette"
"707311","Courge Potimaron bio","tablette"
"708004","Carotte jaune bio en sac","frigo"
"708100","Haricot vert - Bio","frigo"
"708180","Zucchini jaune","frigo"
"708223","Poivron rouge ou orange - Bio","frigo"
"709002","Terrine d'autruche aux 5 poivres","congelo"
"709177","Poivron vert de serre bio","frigo"
"709237","Oignon rouge bio en botte","frigo"
"710005","Cornichon - Bio","frigo"
"711198","Tomate ( caisse  15  livres  )","tablette"
"711375","POMME - PAULARED","frigo"
"712006","Aubergine ronde - Bio","frigo"
"712101","Haricot jaune - Bio","frigo"
"712105","Cassis frais","frigo"
"712243","Piment fort type cayenne vert et rouge - BIO","tablette"
"713059","Pomme de terre rouge - Bio","frigo"
"714169","Poireau - Bio","frigo"
"714341","Tomate cerise de champ - Bio","tablette"
"714342","Oignons jaunes bio en botte","frigo"
"714343","Haricot mauve - Bio","frigo"
"715005","Oignon vert / Échalotte - Bio","frigo"
"715066","Carotte Mini - Bio","frigo"
"715147","Tresses d'ail","tablette"
"715293","Tomate de champ rouge - Bio","tablette"
"716001","Terrine d'autruche  canneberges et porto","congelo"
"716086","Chou pommé rouge - Bio ","frigo"
"716087","Chou-Fleur bio","frigo"
"716168","Fruit de mûre sauvage congelé","congelo"
"716170","Fève verte bio","frigo"
"716190","Ravioli au saumon et fromage","congelo"
"716356","POMME - SUNRISE","frigo"
"718062","Carottes rouges en sac - Bio","frigo"
"718064","Carotte blanche - Bio","frigo"
"718065","Pomme de terre blanche - Bio","frigo"
"718091","Tomate cerise en mélange","tablette"
"718240","Tisane de feuilles de Plantin","tablette"
"718242","Rutabaga - Bio","frigo"
"719392","POMME - MELBA","frigo"
"720029","Aiguillettes de pintade","congelo"
"720107","Basilic mauve de transformation - Bio","frigo"
"720294","Sauce au saumon","congelo"
"720346","Tomate cerise chocolat","tablette"
"729076","Poivron Vert - Bio","tablette"
"739007","Piment fort bio","frigo"
"740005","Basilic de transformation - Bio","frigo"
"754010","Melon d'eau bio","tablette"
"757009","Rutabaga bio","frigo"
"759002","SAUCE SPAGHETTI agneau","congelo"
"759011","Cerises de terre - Bio","tablette"
"780013","Oignons jaunes bio","tablette"
"781006","Courge butternut bio","tablette"
"781007","Chili à la viande sur riz","congelo"
"783006","Courge Spaghetti bio","tablette"
"783012","Filet de porc canneberges et Dijon, viande et sauce","congelo"
"783013","Filet de porc canneberges et Dijon","congelo"
"784005","Gourgane bio","frigo"
"785007","Macaroni long tomates et boeuf gratiné","congelo"
"786007","Macaroni long aux tomates et boeuf","congelo"
"786008","Chili à la viande ","congelo"
"787010","Sauce à spaghetti végé","congelo"
"790008"," Betteraves bio ","frigo"
"792002","Citrouille bio","tablette"
"793001","Pomme - Lobo","frigo"
"797051","Courge Butternut - Bio","tablette"
"799163","Panais - Bio","frigo"
"799208","Rilette de lapin","congelo"
"799212","Pâté de foie de lapin au cognac","congelo"
"800178","Pâté de foie de lapin aux fines herbes","congelo"
"801056","Courge Spaghettti - Bio","tablette"
"803148","Oignon mix - Bio","tablette"
"804006","Tomate cerises rouges (micro)","frigo"
"805004","Tomate rouge  jardin","tablette"
"805068","Ail de semence bio","tablette"
"805181","Pâté de foie au lapin aux 5 poivres","congelo"
"805185","Saucisses à déjeuner aux fines herbes","congelo"
"807002","Tomate italienne","frigo"
"807056","Courge poivrée \"mashed potatoes\" bio","tablette"
"807172","Terrine de lapin aux pruneau et cognac","congelo"
"809151","Porc Fumé tranché","frigo"
"809182","Compote de pommes","tablette"
"810005","Cerises de terre","tablette"
"810053","Betterave jaune - Bio","frigo"
"810054","Courge buttercup - Bio","tablette"
"810190","Pâté de foie de lapin à l'ail","congelo"
"816113","Terrine de lapin pomme et bleuet","congelo"
"816115","Terrine de lapin aux mélanges de baies","congelo"
"840020","Oignons jaunes bio","tablette"
"842002","Tartinade d'Argousier molle","tablette"
"844017","Patate rouge bio","tablette"
"863021","Canneberges fraîches","frigo"
"864004","Chou-Fleur vert Véronica - Bio","frigo"
"870003","Carottes nantaises bio","frigo"
"876119","Noisetiers 2 ans","tablette"
"878083","Tarte pomme et sucre","frigo"
"880125","Kiwis Arguta Mâle 2 ans","tablette"
"882058","Tarte à l'érable","frigo"
"882088","Laitue frisée verte bio","frigo"
"883062","Tarte au chocolat fudge","frigo"
"883126","Cassissiers ","tablette"
"883128","Vigne à raisins Somerset","tablette"
"884012","Terrine d'autruche Abricots Branby","congelo"
"884039","Tarte amandine aux poires","frigo"
"884110","Poiriers Beauté Flamande 3 ans","tablette"
"886132","Kiwis Arguta Femelle 2 ans","tablette"
"886134","Panier de porc en pâturage","congelo"
"887119","Chou vert bio","frigo"
"887121","Vigne à raisin de table","tablette"
"887122","Ronces (Mûres)","tablette"
"893020","Tarte amandine aux cerises et chocolat","frigo"
"935005","Pâté aux carottes, panais, tofu et mozzarella","congelo"
"935008","Rouleau du printemps végétarien sauce aux arachides","frigo"
"935015","Pain-gâteau poires et cardamome","tablette"
"935017","Boîte à lunch - tortillas végé-pâté confiture oignons-canneb","frigo"
"936005","Viande hachée - dinde","congelo"
"936013","Salade brocoli-amande et raisins","frigo"
"936020","Soupe orge et haricots rouges","congelo"
"937006","Quiche aux légumes grillés et curcuma","congelo"
"937011","Haut de cuisse dinde désossée","congelo"
"937021","Pâté à la dinde ","congelo"
"938005","Lasagne aux légumes grillés","congelo"
"938015","Pain-gâteau zuchinis et noix de grenoble","tablette"
"938016","Pudding chômeur à l'érable","frigo"
"938017","Gâteau de noël aux fruits séchées et aux noix","frigo"
"939008","Lasagne au saumon, fromage de chèvre et tomates séchées","congelo"
"939014","Pain gâteau aux carottes, dattes et mélasse","tablette"
"939015","Boîte à lunch - tortillas au poulet","frigo"
"939018","Potage vert vitaminé!","frigo"
"939019","Pain gâteau aux bananes-choco et yogourt","tablette"
"940005","Sauce spaghetti végétarienne (protéine de soya)","congelo"
"940006","Cube à ragoût ","congelo"
"940009","Trempette à l'ail et coriandre","frigo"
"940010","Sauce aux arachides","frigo"
"940019","Saucisse de dinde aux fines herbes","congelo"
"941003","Cuisse de dinde ","congelo"
"941006","Coeurs de dinde ","congelo"
"941009","Boîte à lunch - tortillas mexi-polo (avocat-poulet)","frigo"
"941010","Soupe tomates et riz","congelo"
"941013","Saucisse de dinde Italienne ","congelo"
"942005","Pâté aux champignons et cheddar fort","congelo"
"942009","Potage choux-fleur et cheddar fort","frigo"
"942010","Muffin bananes et dattes SANS SUCRE","frigo"
"943007","Filet de dinde ","congelo"
"943008","Foie de dinde ","congelo"
"943012","Tarte aux lentilles","congelo"
"943018","Boîte à lunch - tortillas aux oeufs","frigo"
"943021","Quiche aux oignons caramélisés","congelo"
"943022","Tartinade de noix (saveur creton)","frigo"
"943023","Tartinade de noix - curcuma-gingembre et poivre noir ","frigo"
"943024","Tartinade de noix - graines de coriandre et canneberges","frigo"
"944008","Salade de quinoa à la patate douce","frigo"
"945004","Sauce spaghetti légumes et tofu","congelo"
"945010","Salade de légumineuses et légumes","frigo"
"945011","Creton de dinde maison ","congelo"
"945012","Confiture oignons et canneberges","congelo"
"945015","Salade couscous marocain","frigo"
"945016","Salade couscous cari et sirop d'érable","frigo"
"945017","Boîte à lunch - tortillas dinde mayo canneberges","frigo"
"946009","Soupe dinde et nouille ","congelo"
"946014","Boîte à lunch - tortillas jambon-suisse","frigo"
"947007","Velouté de dinde ","congelo"
"947008","Moussaka végétarienne","congelo"
"947009","Sauce à spaghetti de dinde ","congelo"
"948006","Salade betteraves et pommes vertes","frigo"
"949002","Escaloppe de dinde ","congelo"
"950001","Croquettes de légumes - sauce à l'ail","frigo"
"954004","Rouleau du printemps aux crevettes - sauce aux arachides","frigo"
"954008","Salade lentilles et pommes vertes","frigo"
"954010","Pain-gâteau thé vert et pruneaux","tablette"
"954012","Boîte à lunch- tortillas au thon","frigo"
"956002","Saucisse de dinde à déjeuner","congelo"
"957001","Salade pomme de terre dijon-citron","frigo"
"959001","Chili végétarien","congelo"
"964029","Tarte mousse au fromage et fraise","frigo"
"970008","Ravioli aux trois fromages","congelo"
"982004","Sorbet aux abricots","congelo"
"1001003","Ravioli aux épinards et ricotta","congelo"
"1001061","Mesclun de serre","frigo"
"1001134","Bûche royal chocolat","frigo"
"1001208","Chocolat au beurre d'érable","tablette"
"1002071","Laitue pommée bio","frigo"
"1002165","Biscuit au pain d'épice","tablette"
"1002277","Gâteau aux fruits séchés macéré dans le rhum","tablette"
"1003066","Oignons jaunes miniatures","tablette"
"1003073","Tartinade au chocolat noir 70% et aux bleuets","tablette"
"1003074","Poivron vert no 2","frigo"
"1004065","Cresson de serre","frigo"
"1004070","Tomate rose no 2","tablette"
"1005081","Saucisse de wapiti au bacon et cheddar","congelo"
"1005352","SAUCISSON NORDIQUE  (agneau)","congelo"
"1005392","Oeufs gros brun","frigo"
"1006001","Barre de chocolat bio Barry au lait 38,8%","tablette"
"1006050","Rabioles","frigo"
"1006057","Saucisse cari rouge et noix coco","congelo"
"1006174","Bûche aux framboises","frigo"
"1007063","Saucisses La Diablesse *Piquante*","congelo"
"1007067","Tartinade aux fraises et chocolat blanc","tablette"
"1007068","Tartinade au chocolat noir 70% et à la framboise","tablette"
"1007340","Tourtière de dinde ","congelo"
"1007367","Terrine autruche aux herbes provancales","congelo"
"1008052","Chou vert","frigo"
"1008053","Choux verts de transformation","frigo"
"1008220","Mathurin fines herbes","frigo"
"1010201","Tomate verte","tablette"
"1012065","Bretzel trempé dans le chocolat","tablette"
"1013067","Laitue frisée - bio","frigo"
"1013231","Mathurin nature","frigo"
"1014306","Ail","tablette"
"1014316","Fondu au chocolat (au lait)","tablette"
"1015060","Topinambour","frigo"
"1015062","Épinards","frigo"
"1015076","Chocolat blanc 28% pour cuisiner","tablette"
"1015131","Bûche à l'érable","frigo"
"1033119","Bûche chocolat café","frigo"
"1035005","Cassis congelés","congelo"
"1036149","Fondu au chocolat (noir)","tablette"
"1037172","Bas 100% laine","tablette"
"1037176","Oeuf gros blanc","frigo"
"1038157","Croissant aux amandes","tablette"
"1039120","Saucisses à déjeuner ciboulette","congelo"
"1039152","Bas thermal 80% laine","tablette"
"1040049","Jus d'Argousier pur (glaçon)","congelo"
"1040051","Emballage cadeau le Sublime","frigo"
"1040096","Peaux de mouton  lavables à la machine","tablette"
"1042037","Saucisses à déjeuner tomate et basilic","congelo"
"1044039","Peaux d'agneau lavables à la machine","tablette"
"1045005","Chocolatine aux amandes","tablette"
"1068001","Terrine de luxe","frigo"
"1068039","Saucisses de pintade aux fines herbes","congelo"
"1072082","Pionnier","frigo"
"1074181","Pomme - Cortland # 2","frigo"
"1076193","(a) Petit panier de viande de veau no 1","congelo"
"1077075","Délices au Cheddar fondant","congelo"
"1078036","Saucisses de pintade tomate et basilic","congelo"
"1079043","Canneberges congelées","congelo"
"1081146","Cuisses de faisan","congelo"
"1108118","Ravioli au sanglier","congelo"
"1139014","Coffret chocolat au lait","tablette"
"1141034","Zeste d'orange confit à l'érable","tablette"
"1143028","Zeste de citron confit à l'érable","tablette"
"1146008","Coffret chocolat noir","tablette"
"1147008","Saucisses Italienne douce *sans Gluten*","congelo"
"1147029","Gingembre confit à l'érable","tablette"
"1156086","Saucisson Chorizo","congelo"
"1159012","CUBES à Brochettes de chevreau","congelo"
"1168005","Côtelettes de chevreau","congelo"
"1177010","Canneberges séchées entières","tablette"
"1190010","Viande hachée - veau - format famille 3 paquets de 1 livre","congelo"
"1191035","Roastbeef de surlonge de veau","congelo"
"1210001","Soupe aux pois et foie gras","congelo"
"1216015","Canneberges enrobées de chocolat noir 70% cacao","tablette"
"1229006","Tartinade Canneberge,framboise.","frigo"
"1229007","Tartinade Canneberge,orange.","frigo"
"1230008","Tartinade Canneberge,fraise.","frigo"
"1230010","Tartinade Canneberge,pomme","frigo"
"1230014","Tartinade canneberge","frigo"
"1232004","Tartinade Canneberge abricot","frigo"
"1232022","Fèves AUX CONFITS DE CANARD","frigo"
"1234006","Tartinade Canneberge bleuet","frigo"
"1234008","Tartinade Canneberge,5 fruits","frigo"
"1235003","Tartinade Canneberge poire","frigo"
"1242002","Tartinade Canneberge,mûre","frigo"
"1334002","Roquette","frigo"
"1432001","Automobile au lait","tablette"
"1436001","Automobile chocolat noir","tablette"
"1460001","Crème de chou fleur et curcuma","congelo"
"1463001","Potage de betteraves","congelo"
"1465001","Soupe au chou","congelo"
"1518043","Filet mignon de veau en bloc","congelo"
"1742003","Rôti francais","congelo"
"1748005","Cerf haché","congelo"
"1748006","Faux-filet ","congelo"
"1748016","Filet mignon","congelo"
"1752001","Osso bucco","congelo"
"1753009","Soupe à la Marocaine (épicée)","congelo"
"1757002","Épinard","frigo"
"1760013","Crème de lentilles rouges et carottes","congelo"
"1764007","Potage douceur","congelo"
"1766008","Potage à la carotte","congelo"
"1903002","Potage de légumes et lentilles","congelo"
"1957005","Laitue feuille de chêne de serre","frigo"
"1994001","Concombre libanais de serre - bio","frigo"
"1998001","Soupe aux morceaux de légumes","congelo"
"2005018","Tournedos de dinde marinés herbes provencales","congelo"
"2005022","Filet de dinde mariné à la grecque ","congelo"
"2006003","Soupe à l'orge et tomates","congelo"
"2008011","Tournedos de dinde marinés, érable, poivre et chipotle","congelo"
"2012019","Filet de dinde mariné orange canneberge ","congelo"
"2033006","Mousse bagdad, trois chocolat","frigo"
"2129002","Mousse praliné caramel","frigo"
"2129020","Soupe repas à l'Italienne","congelo"
"2223020","Soupe aux pois","congelo"
"2258034","trottole aux oeufs","congelo"
"2282001","Galette avoine,pépite chocolat noir et framboise","tablette"
"2473002","Mousse chocolat blanc fraise et miel","congelo"
"2513001","Concombre de serre type japonais","frigo"
"2515002","Concombre de serre socrate","frigo"
"2705011","Potage Parmentier","congelo"
"2707003","Potage à la courge musquée","congelo"
"2789007","Asperges","frigo"
"2793005","Osso Bocco","frigo"
"2811004","Tomates cerises ","tablette"
"2873004","Radis rouges","frigo"
"2956001","Escaloppe de porc","frigo"
"2959008","Pousses de cresson bio","frigo"
"2959009","Pousses de brocoli bio","frigo"
"2961001","Boulette a ragout","frigo"
"2962001","Steak de porc","frigo"
"2975005","Pousses de radis bio","frigo"
"2975007","Pousses tournesols bio","frigo"
"2983005","Rhubarbe fraîche en bâton","frigo"
"3015004","Muffin aux poires et gingembre","tablette"
"3069006","BOURGUIGNON D'AGNEAU","tablette"
"3168001","Lapin coupé en morceau","congelo"
"3171001","Galette à la citrouille et chocolat","tablette"
"3200004","Fondue tranchée","congelo"
"3204003","Cubes à bouillir","congelo"
"3227002","Steak, haché,cubes à bouillir","congelo"
"3302004","Radis rouge Bio","frigo"
"3307006","Rabioles blanches biologiques","frigo"
"3307009","Laitue Boston bio","frigo"
"3317002","Mesclun piquant - Bio","frigo"
"3339003","TERRINE D'AGNEAU ÉRABLE ET RAISIN","tablette"
"3340006","TERRINE D'AGNEAU POMME CANNEBERGE CIDRE DE GLACE","tablette"
"3341006","CONFIT D'AGNEAU","tablette"
"3475004","Bifteck d'aloyau de wapiti (T-Bone)","congelo"
"3488001","Lanières de wapiti","congelo"
"3489003","Médaillons de wapiti","congelo"
"3496001","Laitue frisée rouge - Bio","frigo"
"3522001","Laitue romaine bio","frigo"
"3585001","Costa rica Tarrazu Tucan Grains","tablette"
"3588008","Tomate rose#2","tablette"
"3600001","Chou-rave mauve - Bio","frigo"
"3703005","Céleri bio","frigo"
"3812001","Verdures asiatiques - Bio","frigo"
"3822001","Camerise","frigo"
"4031003","Pois sucrés bio","frigo"
"4032001","Persil frisé bio frais ","frigo"
"4039001","Laitue Iceberg (petite)","frigo"
"4290035","Aubergine bio","frigo"
"4312024","Concombre Bio","frigo"
"4375030","Zucchini (courgettes) pqt 2","frigo"
"4378026","Ail frais bio","frigo"
"4380019","Carottes bio","frigo"
"4381012","Thym frais en pot","tablette"
"4381027","Betteraves bio","frigo"
"4383008","Basilic frais Bio","frigo"
"4383009","Persil en pot","tablette"
"4670003","Cerises de terre bio","tablette"
"4740006","Chou pommé vert - Bio","frigo"
"116817920","Pousses de pois bio","frigo"
"129923456","Potage à la courge épicée","congelo"
"157132800","Fesse séchée (style prosciutto) bio","frigo"
"242101632","RILLETTE DE CHÈVRE","tablette"
"254079616","Ravioli à la saucisse de poulet et fromage Le bosquet (chèvre et poivre rose","congelo"
"282028032","Cuisse d'oie nature / paquet de 2","frigo"
"299112448","Tourtière porc bio","congelo"
"311889920","Pâtisson à farcir bio","frigo"
"353396736","Parmentier d'oie","frigo"
"375935744","sablé au beurre et cerise","tablette"
"389304448","Petits pains fourrés à la viande gratinés","congelo"
"421569536","ÉQUITABLE-Guatémala brun- GRAINS","tablette"
"439739392","Courge Delicata - Bio","tablette"
"511225600","La Tablée","frigo"
"538969088","Carottes petites","frigo"
"549728512","Topinambour","frigo"
"559394816","Carotte multicolores - Bio","frigo"
"569357952","Cuba Noir- Grains","tablette"
"569520256","Potage de panais et poires","congelo"
"606821632","Chou chinois","frigo"
"619011968","Yogourt de brebis NATURE ferme","frigo"
"621832192","Fond d'oie","frigo"
"624725120","pousses de moutarde","frigo"
"631117824","Magret d'oie fumé entier + ou - 300 g","frigo"
"643040256","Soupe au riz tomaté","congelo"
"647710592","tourtière lapin et veau","congelo"
"654673792","pâté au lapin","congelo"
"669801728","Rutabaga bio","frigo"
"670405632","ÉQUITABLE-Sumatra brun -GRAINS","tablette"
"679396352","tomates italiennes","tablette"
"680019968","Poireaux bio","frigo"
"680464384","Fraises bio","frigo"
"695702528","L'Etoile Bleue de Saint-Rémi ","frigo"
"704665600","Rôti de soc bio","congelo"
"738757888","Sablé au beurre et au café","tablette"
"760163328","ravioli mélangé","congelo"
"762052608","Bette-à-carde colorée Bio","frigo"
"773428224","EQUITABLE-Guatémala brun  - FILTRE","tablette"
"785024000","cannelloni au veau congelé (sous-vide)","congelo"
"818898944","Cuisse d'oie confite","frigo"
"822290432","Chou rouge","frigo"
"870520832","Foie gras d'oie cat. 1","frigo"
"872820352","Betteraves rondes rouges","frigo"
"890267648","Oie entière","frigo"
"912806656","Sablé au beurre et au pacane","tablette"
"925198336","Tourtière porc canneberge bio","congelo"
"932149248","tomate mini roma jaune","tablette"
"933795840","Saucisse déjeuné bio","congelo"
"939007360","Pâté de foie porto, canneberges","tablette"
"972928000","Carottes oranges","frigo"
"992200960","Soupe aux riz et lentilles","congelo"
"1021813760","Melon d'eau bio","frigo"
"1076271104","Rillettes d'oie","tablette"
"1078011904","STEAK DE SURLONGE","congelo"
"1084330880","Le Porto Bleu","frigo"
"1091604480","Oignons verts Bio","frigo"
"1096265728","Betterave rouge - Bio","frigo"
"1096656896","Cassoulet d'oie","tablette"
"1101550592","Chou chinois michihili bio","frigo"
"1107318784","Terrine d'oie au porto","tablette"
"1108618624","RÔTI D'ÉPAULE DÉSOSSÉ","congelo"
"1114017792","zucchini vert","frigo"
"1123149824","Torchon de foie gras","frigo"
"1136336000","Tranche de gigot d'agneau fumée 1/4 ÉPAIS","congelo"
"1138956288","Pâté de foie gras à l'hydromel","tablette"
"1167988736","Graisse fine d'oie","frigo"
"1181463552","Oignons jaunes bio","tablette"
"1181898752","Veau haché bio","congelo"
"1186332672","Mesclun bio","frigo"
"1187573760","Duo de courgettes bio","frigo"
"1192870400","Potage à la courgette et basilic","congelo"
